Fraud,ID,Status ,Age,Sex,Race,Hispanic,Education,HigherEducation,Employment,Monthly_income,Annual_Income,Marital_Status,Years_Married,Children,Previously_Married,Citizenship,Address,City,State,Zip_Code,Previously_Denied_Visa,Foreign_Residence_Requirement,History_of_Crime,Expiration_Date_of_Passport,Date_of_Marriage,Expired_Passport_Marriage,Spouse_DOB,Spouse_Status,Spouse_Sex,Spouse_Age,Spouse_Annual_Income,Spouse_History_of_Crime
Yes,686-599-894,Immigrant,45,M,African American,No,MA,Yes,FT,"$8,814 ","$105,768 ",Divorced,7,0,Yes,El Salvador,27817 Northters Choad ,Webster,NJ,7660,No,No,No,11/25/2018,1/29/2022,Yes,4/3/1975,US Citizen,F,46,"$56,591.00",No
Yes,643-908-875,Immigrant,27,F,African American,No,MA,Yes,PT,"$7,316 ","$87,792 ",Married,9,0,No,Philippines,63 Lafayette Drive ,Phoenix,IN,50322,No,Yes,Yes,9/27/2017,12/24/2017,Yes,2/13/1973,US Citizen,M,48,"$49,825.00",No
Yes,671-624-570,US Citizen,36,M,African American,No,college,No,FT,"$6,936 ","$83,232 ",Married,13,0,No,United States,69381 W Belmont Ave,Cheshire,OH,45324,Yes,No,Yes,7/3/2016,8/10/2022,Yes,11/7/1981,Immigrant,F,40,"$77,185.00",No
Yes,351-313-953,US Citizen,44,F,White,No,12th grade,No,FT,"$8,249 ","$98,988 ",Divorced,4,0,Yes,United States,693 New Hacienda Dr,Boise,HS,4900,No,No,Yes,9/7/2022,8/18/2024,Yes,10/27/1994,Immigrant,M,27,"$134,844.00",Yes
Yes,496-131-652,US Citizen,52,F,Multiple Races,No,BS,Yes,FT,"$6,004 ","$72,048 ",Married,7,0,Yes,United States,274 SW. Dunbar Street ,Richboro,NJ,50315,Yes,No,No,1/13/2023,2/10/2016,No,4/9/1986,Immigrant,M,35,"$73,283.00",No
Yes,358-499-212,US Citizen,33,F,Hispanic,Yes,HS,No,Unemployed,$0 ,$0 ,Married,8,0,Yes,United States,2887 Knowlton St #5435,Longwood,PA,32245,No,Yes,Yes,1/23/2019,3/18/2024,Yes,12/9/1998,Immigrant,M,23,"$172,226.00",Yes
Yes,745-352-298,US Citizen,28,M,African American,No,college,No,FT,"$5,017 ","$60,204 ",Divorced,1,0,No,United States,5529 Jockey Hollow St ,Sterling Heights,NJ,7660,No,Yes,No,1/3/2019,5/13/2018,No,10/15/1992,Immigrant,F,29,"$192,130.00",Yes
Yes,447-703-369,Immigrant,24,M,African American,No,college,No,FT,"$14,095 ","$169,140 ",Divorced,2,0,Yes,Dominican Republic,2167 Blackute Rrillo St,San Francisco,NJ,7660,No,Yes,Yes,12/21/2018,12/30/2019,Yes,7/8/1996,US Citizen,F,25,"$47,086.00",No
Yes,771-609-334,US Citizen,25,M,Hispanic,Yes,college,No,PT,"$2,553 ","$30,636 ",Married,8,0,No,United States,2664 N. Highwood Drive ,Mc Minnville,OH,45324,No,No,No,6/22/2018,5/9/2018,No,9/26/1973,Immigrant,F,48,"$62,393.00",Yes
Yes,903-969-682,US Citizen,38,F,African American,No,college,No,FT,"$9,607 ","$115,284 ",Married,12,0,No,United States,42 Bankfield Street ,Massapequa,NJ,7660,No,Yes,Yes,2/3/2021,10/27/2016,No,10/17/1985,Immigrant,M,36,"$174,768.00",Yes
Yes,679-249-890,US Citizen,24,F,African American,No,college,No,FT,"$7,241 ","$86,892 ",Married,14,0,Yes,United States,1423 Carey Ave,Austin,MA,18030,No,No,Yes,3/28/2020,8/1/2018,No,4/2/1986,Immigrant,M,35,"$198,694.00",Yes
Yes,162-252-667,US Citizen,27,M,African American,No,college,No,FT,"$9,419 ","$113,028 ",Married,2,0,No,United States,362 E Colopleial Dr,Media,IL,50322,No,No,Yes,7/5/2023,10/5/2018,No,5/31/1985,Immigrant,F,36,"$175,108.00",Yes
Yes,205-511-802,US Citizen,26,M,African American,No,HS,No,FT,"$6,634 ","$79,608 ",Married,5,0,No,United States,65 Green Lakeorne Blvd,Jackson Heights,NV,89701,No,Yes,No,8/23/2021,11/23/2016,No,6/21/1985,Immigrant,F,36,"$68,897.00",Yes
Yes,295-874-507,US Citizen,25,M,African American,No,college,No,PT,"$2,731 ","$32,772 ",Married,5,0,Yes,United States,808 Glenwood St ,Wiln Lake,CA,90016,No,No,Yes,5/8/2022,5/23/2025,Yes,8/28/1989,Immigrant,F,32,"$90,805.00",No
Yes,751-246-564,US Citizen,34,F,African American,No,college,No,FT,"$13,860 ","$166,320 ",Married,10,0,No,United States,33734 North River Avenue ,Warminster,NV,45701,No,Yes,Yes,1/5/2021,1/15/2022,Yes,2/2/1987,Immigrant,M,34,"$182,285.00",Yes
Yes,195-497-628,Immigrant,24,M,African American,No,BA,Yes,FT,"$5,785 ","$69,420 ",Married,13,0,Yes,India,18 E Colonial Dr,Providence,NJ,8611,No,No,Yes,3/28/2021,1/4/2025,Yes,8/13/1977,US Citizen,F,44,"$58,333.00",No
Yes,225-243-805,US Citizen,29,M,African American,No,college,No,FT,"$16,883 ","$202,596 ",Married,7,0,No,United States,9 Greenleaf Ave,Orange,FL,33010,No,No,Yes,4/28/2020,7/30/2017,No,11/2/1986,Immigrant,F,35,"$127,825.00",Yes
Yes,944-928-340,US Citizen,46,F,White,No,college,No,Unemployed,$0 ,$0 ,Divorced,10,0,Yes,United States,3380 Joy Rockme Street ,Plaistow,CA,91776,No,No,Yes,3/14/2024,4/22/2024,Yes,2/25/1990,Immigrant,M,31,"$81,360.00",No
Yes,741-769-293,US Citizen,29,M,African American,No,college,No,Unemployed,$0 ,$0 ,Married,3,0,Yes,United States,717 Nw 36th Ave,Chesterfield,FL,33010,No,No,No,3/11/2017,2/18/2024,Yes,3/3/1996,Immigrant,F,25,"$116,505.00",Yes
Yes,527-307-875,Immigrant,36,M,White,No,college,No,PT,"$5,706 ","$68,472 ",Divorced,5,0,Yes,Cuba,2664 Lewis Rd,Roston,NJ,8611,No,Yes,Yes,2/1/2021,9/12/2021,Yes,9/2/1981,US Citizen,F,40,"$30,967.00",No
Yes,785-108-390,US Citizen,29,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,14,0,Yes,United States,89 Lake St,Bethesda,CA,91776,No,No,Yes,6/15/2024,10/17/2022,No,6/26/1982,Immigrant,M,39,"$183,386.00",Yes
Yes,226-793-631,US Citizen,46,M,White,No,college,No,PT,"$1,788 ","$21,456 ",Divorced,15,0,No,United States,14 E Mayman Drive ,Greenley,MA,18030,No,Yes,Yes,3/11/2016,4/4/2025,Yes,1/7/1989,Immigrant,F,32,"$150,097.00",Yes
Yes,582-338-414,Immigrant,54,M,Hispanic,Yes,college,No,FT,"$14,504 ","$174,048 ",Married,10,0,Yes,Philippines,8513 Edgemont Ave ,Taylor,FL,33010,No,Yes,Yes,7/9/2018,4/6/2020,Yes,11/22/1979,US Citizen,F,42,"$42,257.00",No
Yes,554-882-848,US Citizen,26,F,African American,No,college,No,FT,"$9,944 ","$119,328 ",Married,0,0,No,United States,4 W Main St,Si Richmond Hill,NJ,8611,No,No,Yes,11/10/2018,7/9/2023,Yes,9/10/1995,Immigrant,M,26,"$154,620.00",Yes
Yes,992-684-313,US Citizen,24,M,African American,No,college,No,FT,"$10,253 ","$123,036 ",Married,2,0,Yes,United States,22 Bridarkia Ave ,Plainfield,IA,50701,No,No,Yes,8/19/2023,10/18/2020,No,8/16/1998,Immigrant,F,23,"$125,279.00",Yes
Yes,238-681-624,US Citizen,28,M,African American,No,college,No,FT,"$16,685 ","$200,220 ",Married,10,0,No,United States,72 Be York Drive ,Aford,IA,50315,No,No,Yes,2/16/2021,6/30/2024,Yes,4/20/1983,Immigrant,F,38,"$101,176.00",Yes
Yes,391-862-687,US Citizen,28,M,Multiple Races,No,BS,Yes,FT,"$6,746 ","$80,952 ",Married,15,0,Yes,United States,253 E Driv St ,Harrisonburg,IA,50315,No,No,Yes,11/30/2018,3/6/2025,Yes,7/12/1984,Immigrant,F,37,"$193,503.00",Yes
Yes,955-508-262,US Citizen,22,M,African American,No,college,No,FT,"$6,938 ","$83,256 ",Married,0,0,Yes,United States,5319 Vernon Street ,Bangor,CA,90016,No,No,Yes,4/20/2022,8/29/2020,No,10/13/1990,Immigrant,F,31,"$197,322.00",Yes
Yes,782-134-845,Immigrant,29,M,African American,No,BA,Yes,Unemployed,"$11,745 ","$140,940 ",Divorced,8,0,No,Mexico,650 South Lizden Circle ,Albany,IA,50701,No,No,Yes,10/16/2020,11/26/2019,No,2/7/1977,US Citizen,F,44,"$34,985.00",No
Yes,367-671-337,US Citizen,54,F,Hispanic,Yes,college,No,Unemployed,$0 ,$0 ,Married,7,0,No,United States,65 Mountain View Dr,Elfax,IA,50315,Yes,No,No,9/13/2023,5/14/2020,No,12/19/1974,Immigrant,M,47,"$95,706.00",Yes
Yes,578-913-237,US Citizen,27,F,White,No,college,No,FT,"$12,402 ","$148,824 ",Married,9,0,Yes,United States,55 Sunset Rd,San Francisco,FL,33014,No,Yes,Yes,2/14/2025,11/29/2017,No,2/5/1988,Immigrant,M,33,"$81,979.00",Yes
Yes,805-613-533,US Citizen,22,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,14,0,Yes,United States,2500 Prinster St,Amb Rockaway,IA,50322,No,No,Yes,12/20/2024,2/20/2019,No,1/30/1987,Immigrant,M,34,"$92,985.00",Yes
Yes,537-734-400,US Citizen,38,M,Hispanic,Yes,college,No,FT,"$12,303 ","$147,636 ",Married,15,0,Yes,United States,8942 Belmont Lane ,Littleton,CA,91720,No,No,No,10/30/2020,3/25/2024,Yes,2/23/1984,Immigrant,F,37,"$106,204.00",Yes
Yes,327-556-149,Immigrant,54,F,African American,No,MA,Yes,FT,"$16,717 ","$200,604 ",Married,0,0,Yes,Guatemala,61 N. Carma Ave,Far Rockaway,CA,91776,No,No,No,10/30/2018,12/30/2022,Yes,1/22/1985,US Citizen,M,36,"$56,925.00",No
Yes,465-824-658,Immigrant,23,F,African American,No,MA,Yes,FT,"$12,806 ","$153,672 ",Married,7,0,Yes,El Salvador,223 Green75 St,Littleton,CA,91776,Yes,Yes,Yes,3/31/2021,2/5/2024,Yes,7/23/1991,US Citizen,M,30,"$40,143.00",No
Yes,427-500-990,Immigrant,30,M,African American,No,BA,Yes,FT,"$10,822 ","$129,864 ",Married,8,0,No,China,3 Aspen St,Phurnee City,VA,22102,No,Yes,Yes,11/3/2016,8/6/2018,Yes,3/18/1992,US Citizen,F,29,"$50,106.00",No
Yes,997-752-341,US Citizen,22,F,African American,No,HS,No,FT,"$13,727 ","$164,724 ",Married,1,0,Yes,United States,73 North York St ,Fuqua,FL,3228,No,No,No,4/24/2018,9/4/2021,Yes,7/14/1985,Immigrant,M,36,"$188,467.00",Yes
Yes,682-361-302,US Citizen,37,F,Hispanic,Yes,college,No,FT,"$15,279 ","$183,348 ",Married,2,0,No,United States,61323 Dort St,Atwater,OH,50322,No,No,Yes,2/22/2018,10/11/2021,Yes,12/17/1981,Immigrant,M,40,"$119,267.00",Yes
Yes,901-177-918,Immigrant,23,M,Hispanic,Yes,BA,Yes,Unemployed,"$6,856 ","$82,272 ",Married,10,0,Yes,Dominican Republic,762 W River St,New Bend,TX,79109,No,Yes,Yes,11/12/2023,3/11/2016,No,2/10/1979,US Citizen,F,42,"$43,052.00",No
Yes,118-880-656,US Citizen,25,F,African American,No,college,No,FT,"$7,798 ","$93,576 ",Married,6,0,No,United States,2867th St #33,Oaksville,NJ,7660,No,No,No,12/26/2017,9/7/2017,No,7/24/1987,Immigrant,M,34,"$168,060.00",Yes
Yes,544-982-153,US Citizen,30,F,White,No,MA,Yes,FT,"$10,206 ","$122,472 ",Married,3,0,Yes,United States,82 W Highs St,Atlanta,MD,20817,No,No,Yes,12/27/2025,11/18/2024,No,11/9/1983,Immigrant,M,38,"$140,910.00",Yes
Yes,285-892-788,US Citizen,22,F,African American,No,college,No,FT,"$7,938 ","$95,256 ",Divorced,4,0,No,United States,650 University Ave,Muskegon,FL,33010,No,No,No,2/10/2016,11/27/2019,Yes,4/21/1983,Immigrant,M,38,"$138,673.00",Yes
Yes,983-828-493,US Citizen,34,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Divorced,4,0,Yes,United States,992 Fairey P Long Hwy,Sterling Heights,CA,91776,Yes,No,Yes,2/4/2022,5/3/2023,Yes,1/18/1976,Immigrant,M,45,"$190,842.00",Yes
Yes,787-496-450,US Citizen,31,M,African American,No,college,No,FT,"$7,584 ","$91,008 ",Married,14,0,No,United States,,New Orleans,FL,33010,No,Yes,Yes,4/5/2017,1/31/2019,Yes,7/22/1991,Immigrant,F,30,"$65,060.00",Yes
Yes,920-871-971,US Citizen,46,M,African American,No,college,No,PT,"$1,362 ","$16,344 ",Divorced,2,0,Yes,United States,65 E Carrillo St,New York,CA,3028,Yes,No,Yes,3/11/2021,9/7/2023,Yes,5/13/1985,Immigrant,F,36,"$171,311.00",Yes
Yes,806-674-627,US Citizen,40,F,African American,No,college,No,FT,"$13,572 ","$162,864 ",Married,14,0,Yes,United States,808ywood St ,Easton,MA,18030,No,Yes,Yes,2/23/2024,9/19/2017,No,2/24/1977,Immigrant,M,44,"$134,320.00",Yes
Yes,866-691-433,US Citizen,45,F,African American,No,college,No,FT,"$12,605 ","$151,260 ",Married,15,0,No,United States,352 Monroe St,Miami,NV,89701,No,No,Yes,3/22/2017,11/19/2020,Yes,5/28/1990,Immigrant,M,31,"$114,450.00",Yes
Yes,738-527-856,US Citizen,48,F,African American,No,college,No,FT,"$6,881 ","$82,572 ",Divorced,14,0,No,United States,769 6th St,Richsville,NY,11730,No,No,Yes,5/22/2023,7/30/2021,No,3/20/1981,Immigrant,M,40,"$146,292.00",Yes
Yes,124-487-263,US Citizen,39,F,African American,No,BS,Yes,Unemployed,$0 ,$0 ,Married,6,0,No,United States,87 Sierra Rd,Jenison,NJ,7660,No,Yes,Yes,8/17/2016,5/11/2017,Yes,4/2/1976,Immigrant,M,45,"$174,215.00",Yes
Yes,688-695-829,US Citizen,29,F,Hispanic,Yes,college,No,FT,"$5,723 ","$68,676 ",Divorced,11,0,Yes,United States,93 Redmond Rd #46,Washington,NJ,7660,No,No,Yes,2/1/2022,2/18/2022,Yes,8/13/1978,Immigrant,M,43,"$128,433.00",Yes
Yes,963-604-862,US Citizen,34,F,African American,No,HS,No,FT,"$10,232 ","$122,784 ",Divorced,7,0,Yes,United States,618 W Yral Ave,San Leandro,NJ,8611,Yes,No,Yes,6/13/2023,5/25/2019,No,1/13/1986,Immigrant,M,35,"$137,337.00",Yes
Yes,954-640-773,US Citizen,35,M,Multiple Races,No,MA,Yes,FT,"$11,325 ","$135,900 ",Divorced,8,0,No,United States,Groesbas Ave,South El Monte,IN,46804,No,No,Yes,1/23/2022,9/5/2022,Yes,6/13/1987,Immigrant,F,34,"$119,860.00",Yes
Yes,738-850-446,US Citizen,40,M,African American,No,college,No,FT,"$12,012 ","$144,144 ",Divorced,6,0,Yes,United States,63381 Jenk St #1,Ramsey,IN,46804,Yes,Yes,No,9/18/2024,2/16/2021,No,7/1/1973,Immigrant,F,48,"$84,377.00",Yes
Yes,323-576-168,Immigrant,25,M,African American,No,college,No,FT,"$9,658 ","$115,896 ",Married,0,0,No,China,7582 E Stth St,East Chester,IN,46804,No,No,No,5/13/2019,10/17/2016,No,3/9/1983,US Citizen,F,38,"$55,520.00",No
Yes,187-785-699,US Citizen,23,M,African American,No,HS,No,FT,"$6,553 ","$78,636 ",Married,9,0,No,United States,2664sdale Ave #979,Greensboro,PA,92501,No,Yes,Yes,8/21/2018,6/18/2016,No,4/9/1971,Immigrant,F,50,"$166,330.00",Yes
Yes,483-149-923,US Citizen,46,F,African American,No,college,No,FT,"$16,346 ","$196,152 ",Married,0,0,Yes,United States,7290 North Amherst Ave #79,Highland,CA,91720,No,Yes,No,10/23/2025,5/3/2022,No,10/17/1992,Immigrant,M,29,"$110,563.00",Yes
Yes,661-624-652,US Citizen,29,F,White,No,college,No,PT,"$2,556 ","$30,672 ",Married,12,0,Yes,United States,234 Sunset St,Oaks,NJ,7660,No,No,No,2/24/2017,12/9/2017,Yes,8/28/1993,Immigrant,M,28,"$83,240.00",Yes
Yes,739-830-841,US Citizen,30,F,African American,No,college,No,FT,"$8,188 ","$98,256 ",Divorced,4,0,Yes,United States,7 W Doworth Drive2,Niceville,OH,45324,No,No,No,11/21/2016,12/27/2024,Yes,10/1/1992,Immigrant,M,29,"$63,598.00",No
Yes,795-195-645,Immigrant,32,F,African American,No,college,No,FT,"$5,682 ","$68,184 ",Married,2,0,No,Cuba,71 2 Millston Drive ,Indiania,VA,2218,No,No,Yes,12/16/2021,8/17/2022,Yes,6/13/1972,US Citizen,M,49,"$58,708.00",No
Yes,296-172-811,Immigrant,26,M,African American,No,12th grade,No,FT,"$16,155 ","$193,860 ",Married,8,0,No,El Salvador,55381 Jenks Ave,Nashville,CT,50315,No,No,Yes,8/29/2025,1/8/2021,No,2/13/1983,US Citizen,F,38,"$45,307.00",No
Yes,149-929-279,US Citizen,22,M,African American,No,college,No,FT,"$5,491 ","$65,892 ",Married,10,0,No,United States,61304 N French Rd,Pacifica,IA,50701,No,Yes,Yes,6/19/2021,11/20/2024,Yes,1/3/1989,Immigrant,F,32,"$197,380.00",No
Yes,195-629-416,US Citizen,38,F,African American,No,college,No,PT,"$2,263 ","$27,156 ",Divorced,3,0,Yes,United States,8968 Thompson Rd,Memphis,CA,9178,No,Yes,Yes,4/13/2020,3/27/2025,Yes,12/27/1981,Immigrant,M,40,"$78,962.00",No
Yes,184-860-820,US Citizen,37,M,White,No,college,No,FT,"$15,186 ","$182,232 ",Married,10,0,No,United States,53 Academy St ,Bangor,NJ,89701,No,No,Yes,12/10/2016,9/7/2023,Yes,4/9/1984,Immigrant,F,37,"$169,574.00",Yes
Yes,451-266-823,US Citizen,23,M,Multiple Races,No,HS,No,PT,"$1,404 ","$16,848 ",Married,1,0,No,United States,69556 Wgthlapoad St,Cathedral City,NJ,7660,No,No,Yes,5/11/2020,6/15/2022,Yes,3/14/1988,Immigrant,F,33,"$173,340.00",No
Yes,304-790-624,US Citizen,48,M,African American,No,BS,Yes,Unemployed,$0 ,$0 ,Married,0,0,Yes,United States,3387 Ryan Ave,Boston,IA,50315,No,No,Yes,10/9/2018,12/17/2021,Yes,4/14/1987,Immigrant,F,34,"$174,524.00",Yes
Yes,225-434-991,US Citizen,38,F,White,No,HS,No,FT,"$5,599 ","$67,188 ",Divorced,5,0,Yes,United States,33rdth St,Beverly Heights,NJ,8611,No,No,Yes,6/28/2024,2/18/2024,No,11/15/1986,Immigrant,M,35,"$108,765.00",Yes
Yes,347-760-588,US Citizen,24,F,African American,No,college,No,FT,"$6,821 ","$81,852 ",Married,9,0,No,United States,172 Lake Dr ,Orlando,NJ,8611,No,No,Yes,6/28/2024,4/13/2024,No,2/15/1975,Immigrant,M,46,"$61,448.00",No
Yes,755-209-929,US Citizen,30,F,White,No,college,No,FT,"$5,145 ","$61,740 ",Married,8,0,Yes,United States,7708 Souththorne Blvd,Glen,NJ,8611,No,Yes,Yes,5/28/2017,6/2/2017,Yes,4/27/1980,Immigrant,M,41,"$63,999.00",Yes
Yes,733-968-159,US Citizen,35,M,African American,No,college,No,FT,"$11,586 ","$139,032 ",Married,0,0,No,United States,7290 S Buchanan St,Deer Park,PA,89701,No,No,Yes,8/20/2017,2/28/2020,Yes,1/9/1972,Immigrant,F,49,"$109,816.00",Yes
Yes,799-283-258,US Citizen,32,F,African American,No,college,No,FT,"$11,040 ","$132,480 ",Married,7,0,Yes,United States,72 Mannix Dr,Reynoldsburg,NJ,8611,No,Yes,Yes,11/23/2024,11/20/2017,No,11/1/1979,Immigrant,M,42,"$75,835.00",No
Yes,133-476-988,US Citizen,37,F,African American,No,college,No,FT,"$5,972 ","$71,664 ",Married,14,0,Yes,United States,71540 Green Meadowbrook St ,Casselberry,CA,92501,No,No,No,11/20/2018,1/23/2019,Yes,3/6/1997,Immigrant,M,24,"$169,735.00",Yes
Yes,525-388-667,Immigrant,48,M,African American,No,BA,Yes,Unemployed,"$14,006 ","$168,072 ",Married,4,0,No,Mexico,8122 Carey St ,Ashxi,OH,45324,No,No,Yes,1/6/2025,5/13/2022,No,11/21/1991,US Citizen,F,30,"$44,618.00",No
Yes,785-722-233,US Citizen,24,F,African American,No,college,No,FT,"$13,846 ","$166,152 ",Married,12,0,No,United States,8708 Jenks Hill St ,Schwood Valley,MA,18030,Yes,No,No,1/27/2024,9/9/2022,No,2/21/1976,Immigrant,M,45,"$186,397.00",Yes
Yes,347-773-659,US Citizen,35,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,3,0,Yes,United States,7290 St Margarets Street ,Campbuard,IA,50315,No,No,Yes,7/10/2018,3/29/2024,Yes,4/29/1987,Immigrant,M,34,"$97,904.00",Yes
Yes,416-424-378,US Citizen,45,M,African American,No,college,No,Unemployed,$0 ,$0 ,Married,10,0,Yes,United States,1 Wakegate Rd,Feasterville Trevose,OH,45324,No,Yes,No,6/23/2016,4/12/2022,Yes,12/12/1983,Immigrant,F,38,"$97,317.00",Yes
Yes,329-151-553,US Citizen,44,F,White,No,college,No,FT,"$9,479 ","$113,748 ",Married,1,0,Yes,United States,7627 Atlantic Avenue ,Elklene,FL,33010,No,No,Yes,12/19/2025,6/20/2022,No,12/21/1977,Immigrant,M,44,"$187,868.00",Yes
Yes,322-320-107,Immigrant,29,M,Hispanic,Yes,college,No,FT,"$10,108 ","$121,296 ",Married,11,0,Yes,Philippines,639 Grandrose Court ,Lincolnton,FL,33010,No,No,Yes,10/14/2018,10/27/2023,Yes,2/21/1990,US Citizen,F,31,"$46,840.00",No
Yes,820-168-602,US Citizen,34,M,White,No,college,No,FT,"$5,673 ","$68,076 ",Married,9,0,No,United States,1 Mcarthraph Rd,Carson City,OH,50346,No,No,No,9/17/2023,9/10/2021,No,5/17/1992,Immigrant,F,29,"$174,528.00",No
Yes,402-256-112,US Citizen,23,M,Multiple Races,No,college,No,FT,"$6,059 ","$72,708 ",Married,10,0,No,United States,73 North York Street ,Wilattle,IN,46804,No,No,Yes,1/10/2020,5/30/2022,Yes,9/17/1979,Immigrant,F,42,"$194,426.00",No
Yes,534-650-206,US Citizen,41,F,African American,No,college,No,FT,"$16,855 ","$202,260 ",Married,0,0,No,United States,4 Ilderwood Road ,North Brunswick,IN,46804,No,Yes,Yes,1/26/2021,4/4/2021,Yes,10/21/1993,Immigrant,M,28,"$129,932.00",Yes
Yes,992-436-869,US Citizen,37,M,Hispanic,Yes,HS,No,Unemployed,$0 ,$0 ,Married,7,0,No,United States,5 Sport Drive ,Mokes,IA,50322,No,No,Yes,6/13/2019,8/5/2018,No,7/12/1972,Immigrant,F,49,"$82,840.00",No
Yes,592-477-540,US Citizen,29,F,White,No,college,No,FT,"$14,174 ","$170,088 ",Married,15,0,No,United States,2271 Wood Hill St ,Philadelphia,IN,46804,No,No,Yes,1/10/2020,1/22/2017,No,2/25/1977,Immigrant,M,44,"$97,417.00",Yes
Yes,284-776-115,US Citizen,27,F,African American,No,college,No,FT,"$16,542 ","$198,504 ",Divorced,5,0,No,United States,2 S 15th St,Ontario,FL,33010,No,Yes,Yes,10/19/2022,12/5/2024,Yes,11/10/1981,Immigrant,M,40,"$153,170.00",No
Yes,146-745-253,US Citizen,30,F,African American,No,college,No,FT,"$8,210 ","$98,520 ",Married,10,0,Yes,United States,69556 Wernth St,Chicago,FL,32254,No,No,No,4/4/2024,12/13/2016,No,9/4/1991,Immigrant,M,30,"$132,754.00",Yes
Yes,163-656-171,Immigrant,31,M,White,No,college,No,FT,"$11,100 ","$133,200 ",Divorced,12,0,Yes,Mexico,71 San Mateo Ave,Nakeny,CA,91776,No,Yes,Yes,11/19/2017,3/19/2022,Yes,1/22/1998,US Citizen,F,23,"$38,920.00",No
Yes,454-267-649,US Citizen,28,M,African American,No,HS,No,FT,"$14,973 ","$179,676 ",Married,7,0,No,United States,61 Windsor St ,Wauite,FL,33010,No,No,Yes,10/8/2020,4/13/2019,No,7/5/1987,Immigrant,F,34,"$151,685.00",Yes
Yes,407-897-412,US Citizen,25,F,African American,No,college,No,FT,"$14,276 ","$171,312 ",Married,12,0,No,United States,69381 Northington Street ,Waterptune,OH,45324,No,No,Yes,7/2/2016,10/29/2023,Yes,5/24/1994,Immigrant,M,27,"$126,917.00",No
Yes,238-226-553,US Citizen,23,M,Hispanic,Yes,college,No,FT,"$10,164 ","$121,968 ",Married,11,0,No,United States,808 Glen Lake St,New Bedford,IN,46804,No,No,Yes,9/4/2019,5/19/2016,No,2/18/1978,Immigrant,F,43,"$126,756.00",Yes
Yes,693-728-321,US Citizen,29,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,3,0,Yes,United States,43556 W Hemon Rd,Seattle,IA,50315,No,Yes,Yes,3/10/2025,7/13/2024,No,5/12/1991,Immigrant,M,30,"$196,962.00",Yes
Yes,219-440-501,US Citizen,24,F,Hispanic,Yes,college,No,FT,"$6,611 ","$79,332 ",Married,9,0,No,United States,212 N 298,Newark,CA,90016,No,Yes,Yes,9/15/2019,12/23/2021,Yes,3/21/1978,Immigrant,M,43,"$94,508.00",Yes
Yes,736-254-136,US Citizen,25,M,African American,No,college,No,FT,"$11,453 ","$137,436 ",Married,5,0,Yes,United States,65 Briarwood St ,Sugar Land,NV,89701,No,No,Yes,6/13/2025,10/26/2021,No,1/16/1992,Immigrant,F,29,"$102,289.00",No
Yes,194-481-775,US Citizen,27,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,0,0,No,United States,174 N. Smith St ,Saint Augustine,TX,79109,No,No,Yes,9/15/2019,11/10/2017,No,2/22/1998,Immigrant,M,23,"$151,680.00",Yes
Yes,185-383-948,Immigrant,49,M,African American,No,college,No,FT,"$12,640 ","$151,680 ",Married,5,0,Yes,Cuba,922 Carpenter Ave,Kennedale,OH,45624,No,No,No,8/1/2023,8/20/2019,No,3/5/1996,US Citizen,F,25,"$42,762.00",No
Yes,897-391-259,US Citizen,38,F,Multiple Races,No,college,No,FT,"$9,798 ","$117,576 ",Married,4,0,No,United States,279 Redwood Ave ,Saransego,IA,50322,Yes,No,Yes,9/1/2020,5/5/2022,Yes,12/24/1979,Immigrant,M,42,"$111,895.00",Yes
Yes,451-431-594,US Citizen,33,F,African American,No,college,No,FT,"$8,226 ","$98,712 ",Married,8,0,No,United States,581Williams Pl #985,Englewood Mnship,FL,33013,No,No,Yes,5/27/2018,10/3/2025,Yes,7/17/1976,Immigrant,M,45,"$94,359.00",Yes
Yes,750-432-922,US Citizen,27,F,African American,No,college,No,FT,"$11,149 ","$133,788 ",Married,0,0,Yes,United States,8507 Hillview Street ,Bedford,NJ,7660,No,No,Yes,9/13/2021,2/13/2023,Yes,5/22/1982,Immigrant,M,39,"$112,410.00",Yes
Yes,907-463-410,US Citizen,22,F,African American,No,college,No,PT,"$1,630 ","$19,560 ",Married,15,0,No,United States,3789 St Margarets Street ,Balloxi,NV,89701,No,No,Yes,1/9/2017,7/29/2017,Yes,5/3/1972,Immigrant,M,49,"$104,916.00",Yes
Yes,312-888-940,Immigrant,27,M,African American,No,college,No,FT,"$13,093 ","$157,116 ",Married,3,0,No,Guatemala,8790 W 12nd St,Northfield,NY,10011,No,No,Yes,12/26/2021,11/27/2020,No,10/31/1982,US Citizen,F,39,"$34,799.00",No
Yes,443-388-239,US Citizen,23,F,African American,No,college,No,FT,"$14,539 ","$174,468 ",Divorced,11,0,No,United States,763 Bridgeton Rd,Bowcramento,NJ,7660,No,No,Yes,10/12/2017,6/11/2022,Yes,1/23/1982,Immigrant,M,39,"$190,578.00",Yes
